context_window_W_sec,window_samples,num_features,train_windows,feat_calc_ms_per_window,model_infer_ms_per_window,end_to_end_latency_ms,mean_test_mae,mean_test_rmse,mean_test_r2,p95_error_mps,nav_blackout_exit_error_m
0.5,5,219,8988,10.6429333333332,0.061528805823047296,10.704462139156247,1.0240834533638412,1.279023938557803,0.08734827680582946,2.480297318569059,417.9966666666667
1.0,10,219,8976,10.018101782531051,0.06173131917630984,10.079833101707361,1.0226261982263958,1.2784417412427298,0.08799116083403834,2.4804697686141823,414.9833333333333
1.5,15,219,8958,10.182632339807995,0.059712193569966786,10.242344533377961,1.0017876250185622,1.2652215442241388,0.10254252898468129,2.5048328251013365,416.52666666666664
2.0,20,219,8946,10.186957142857285,0.06798007353273998,10.254937216390024,0.9958834145291272,1.2507245478058346,0.12330814442788174,2.4718323784811855,416.68
3.0,30,219,8916,10.591472723194244,0.060265416578647375,10.651738139772892,0.9774533035584069,1.2272022957678956,0.17145469098219948,2.4672806958821476,415.99666666666667
